H2,CH4,C2H4,C2H6,C2H2,CO,CO2,risk_score
113.249,833.852,611.464,143.19,7.602,527.449,3378.589,70.37
728.07,54.488,13.327,17.883,0.819,264.038,1919.756,47.68
58.691,23.131,13.916,18.491,0.07,0.0,1901.518,12.96
940.0,68.0,18.0,23.0,1.3,365.0,2390.0,36.49
59.356,296.96,22.288,259.136,1.746,443.444,3701.912,56.07
140.888,890.537,552.598,264.017,7.312,883.102,6202.92,69.7
928.515,283.417,157.229,59.148,203.198,323.234,3021.898,100.0
180.401,428.604,8.197,52.209,0.866,373.622,1815.392,55.3
487.361,66.645,325.577,43.56,62.906,242.195,1969.501,100.0
611.573,67.792,167.372,29.119,12.583,325.389,2265.547,75.89
110.674,764.337,452.109,214.699,5.954,786.942,5110.317,75.24
66.753,0.0,14.829,6.7,0.344,110.7,1888.649,3.63
92.929,568.347,340.103,246.615,16.455,387.063,3646.36,85.19
300.973,21.498,5.771,7.761,0.2,115.757,869.567,40.53
61.93,39.843,20.807,19.97,0.446,324.882,2126.039,6.55
765.626,49.641,13.046,17.277,0.917,291.589,2050.054,48.98
1252.052,164.589,806.239,101.045,178.85,646.411,5030.315,100.0
554.039,37.909,10.593,12.788,0.582,219.375,1486.801,36.32
207.85,222.46,44.105,58.078,4.794,93.917,757.034,69.12
190.045,284.003,5.123,290.166,1.533,499.908,2896.557,49.82
232.71,543.029,448.976,56.855,8.76,606.913,370.193,74.94
44.896,27.042,8.667,11.292,0.313,127.361,1081.282,14.36
65.518,21.915,12.045,14.165,0.492,304.189,332.579,11.6
107.083,712.471,440.736,192.33,5.973,677.277,5141.196,75.55
278.292,78.615,104.239,44.825,27.331,243.132,2195.016,67.08
150.608,258.052,37.762,80.386,1.495,597.8,1440.093,49.79
280.037,596.979,127.542,135.987,8.535,859.496,5222.23,72.24
1148.72,57.914,15.108,17.362,0.286,493.344,2865.732,35.27
229.854,776.515,216.815,172.55,12.857,472.51,4908.025,69.01
722.927,95.163,445.841,55.223,93.424,347.953,2955.407,100.0
1537.724,288.604,432.709,103.301,169.735,541.233,3046.108,100.0
57.946,0.49,28.197,9.683,1.131,139.849,1231.012,7.78
379.077,78.152,143.154,46.762,3.648,470.514,2937.787,67.63
650.449,46.704,11.419,15.048,0.725,237.986,1795.6,35.05
154.459,46.855,62.599,23.386,16.588,152.974,1167.138,60.34
330.468,144.807,360.112,204.717,15.813,151.914,1991.893,76.89
2706.798,50.161,596.057,103.044,149.919,529.769,2069.567,100.0
31.37,146.251,9.484,127.966,0.49,261.645,2040.33,40.81
335.551,102.77,148.49,47.237,38.154,302.96,2477.611,79.27
347.619,98.21,133.378,49.101,33.767,296.768,2497.078,74.0
8.951,4.718,1.262,2.384,0.0,34.673,275.664,6.28
74.404,386.8,30.991,321.352,2.393,515.866,3753.327,55.86
68.607,449.388,288.314,141.298,3.964,460.335,3508.546,79.65
25.245,15.615,3.86,6.261,0.0,84.101,742.726,6.84
420.0,32.0,9.0,11.0,0.4,162.0,1220.0,49.23
45.132,29.42,9.134,10.518,0.0,129.632,965.778,4.91
994.53,46.714,8.986,5.725,0.705,404.54,2008.018,43.28
116.868,351.022,39.993,204.881,1.271,642.288,2779.931,55.82
1452.078,100.621,25.795,33.596,2.345,594.793,3680.649,49.25
34.186,23.801,7.382,8.85,0.194,109.554,884.166,4.04
15.0,8.0,2.0,3.0,0.0,60.0,500.0,8.09
74.673,535.032,306.961,146.764,4.436,493.756,3828.786,77.45
295.09,77.547,103.389,39.96,28.759,232.711,2116.875,77.32
1046.198,58.732,13.379,1.147,2.194,388.243,1896.486,38.68
1137.187,84.592,20.375,24.994,1.564,406.402,2569.114,48.96
2688.445,161.622,586.24,64.018,372.286,659.602,1314.013,100.0
1005.841,126.255,26.175,12.082,1.113,417.215,928.809,49.07
189.811,54.99,72.859,26.36,18.953,170.591,1423.475,67.65
18.605,10.555,2.952,4.958,0.0,83.859,629.768,11.61
188.335,18.128,4.814,6.6,0.193,97.818,910.261,33.65
1071.758,92.013,20.039,7.818,1.353,540.424,1974.199,39.83
56.051,39.151,11.496,14.345,0.47,173.137,1240.774,10.01
34.907,21.013,6.104,7.872,0.0,113.062,899.072,3.34
26.201,18.289,5.264,6.846,0.0,89.969,717.684,8.31
1300.034,72.72,19.85,22.304,1.917,590.314,1326.165,37.8
146.0,940.0,573.0,272.0,7.9,940.0,6900.0,76.63
1142.155,165.668,733.487,73.228,245.7,237.797,1052.251,100.0
85.469,544.208,303.933,170.878,4.443,557.678,4414.731,78.33
27.53,38.814,27.153,13.984,1.022,252.215,1807.429,7.36
191.318,881.588,435.584,0.0,9.376,633.34,3741.832,84.14
46.059,245.597,18.274,210.273,1.198,377.943,3037.947,50.42
47.616,13.197,7.362,14.277,0.518,244.762,1598.466,4.87
168.522,100.466,64.844,16.453,87.774,21.333,1229.643,75.5
397.605,186.765,468.052,84.937,12.794,902.75,2984.126,83.55
223.18,443.2,29.867,200.169,0.042,413.532,2422.071,43.81
569.515,45.525,12.439,14.401,0.694,253.77,1763.025,39.13
395.423,324.64,446.495,155.08,11.455,374.154,4982.865,70.14
342.0,101.0,133.0,50.0,34.2,305.0,2480.0,74.32
47.1,224.649,18.44,182.024,1.156,310.14,2688.092,44.15
106.58,714.804,548.766,128.343,6.887,440.815,3351.489,85.27
1778.77,128.238,31.473,36.466,2.493,661.787,3879.175,36.8
48.509,31.945,9.236,12.156,0.414,139.142,1097.797,5.97
58.351,42.164,11.837,15.951,0.48,206.336,1391.955,2.87
740.157,118.17,153.136,72.428,78.555,345.969,2911.378,82.44
89.334,521.93,325.714,154.513,4.723,537.1,4032.451,77.39
22.215,13.563,4.065,4.757,0.0,73.107,564.841,8.38
35.059,23.123,7.35,8.935,0.195,114.015,816.533,10.49
1105.417,99.501,68.636,36.048,49.729,136.206,1724.037,78.22
1500.0,100.0,25.0,30.0,2.0,500.0,3000.0,41.14
75.31,21.566,16.147,17.112,1.971,140.345,2019.212,10.61
63.741,40.664,14.915,16.761,0.6,216.05,1518.087,6.28
1150.788,159.508,756.458,96.079,156.84,567.451,5329.919,99.69
1529.087,91.684,10.175,13.328,1.27,585.298,1240.663,49.65
309.658,92.728,132.287,48.92,31.91,289.137,2192.479,77.58
0.0,42.298,19.273,18.812,0.609,329.157,2406.023,2.88
1269.275,90.208,24.188,30.602,1.904,488.776,3106.725,32.88
157.941,406.184,14.538,219.951,2.483,327.973,1455.054,55.6
626.113,45.369,13.173,15.019,0.814,253.724,1769.293,32.04
889.474,118.896,301.4,100.77,69.524,329.934,4058.409,100.0
425.326,32.531,9.594,10.286,0.405,177.305,1487.641,43.62
322.541,96.81,132.431,43.271,30.272,268.285,2222.687,72.4
408.0,120.0,158.0,60.0,40.8,364.0,2950.0,79.01
579.972,77.452,404.414,48.913,77.972,306.234,2330.642,100.0
792.602,159.61,19.284,8.607,0.0,204.196,233.394,31.15
1804.889,128.557,28.978,38.086,2.609,690.348,4068.267,32.41
78.915,14.623,28.048,3.564,0.268,252.196,1917.848,12.16
49.504,54.91,16.075,14.69,0.644,317.358,1143.794,3.12
43.995,28.34,8.57,11.745,0.31,147.944,1057.137,14.5
500.0,66.0,333.0,41.0,67.0,250.0,2090.0,100.0
318.272,90.451,130.057,47.505,37.154,292.131,2309.825,66.14
545.891,70.285,332.623,46.646,69.539,277.985,2090.448,97.9
331.156,26.198,7.59,9.371,0.306,144.249,1045.918,34.49
904.033,66.727,17.102,21.345,1.242,361.688,2343.253,42.48
287.777,113.189,228.523,71.896,23.114,349.303,2181.14,69.0
1337.44,300.568,483.937,91.072,338.262,175.37,3557.644,100.0
247.33,72.407,93.076,37.646,24.566,210.132,1810.177,70.7
8.448,5.322,0.983,2.068,0.0,30.72,251.752,5.27
72.727,47.404,13.31,18.085,0.574,203.342,1515.817,6.66
30.4,160.4,9.698,129.984,0.476,245.408,2060.346,45.9
825.049,103.127,519.901,66.589,103.899,425.788,3238.258,99.9
280.772,78.471,99.486,40.169,25.045,234.415,1852.975,73.48
956.177,63.051,18.736,22.597,1.126,345.05,2299.794,44.41
210.332,81.711,4.055,24.835,1.703,246.367,1608.293,40.93
22.218,50.059,13.088,4.323,1.18,27.017,1066.736,7.62
225.207,63.444,87.676,32.407,24.1,210.448,1813.494,58.39
0.0,112.889,180.789,21.778,40.385,292.035,758.006,62.4
71.088,45.832,14.436,16.73,0.571,210.359,1460.189,8.66
57.896,283.501,23.197,276.258,1.701,485.472,3770.919,45.26
130.018,104.368,45.863,18.444,48.141,140.3,2542.472,67.97
12.812,7.165,2.292,3.919,0.0,53.959,491.534,10.79
427.222,672.548,462.835,121.461,10.688,807.526,1691.87,74.36
44.0,28.0,9.0,11.0,0.3,135.0,1020.0,4.49
1789.554,150.058,18.324,31.927,2.727,131.987,2098.183,43.6
601.451,83.642,406.347,48.767,75.225,281.446,2439.564,100.0
854.496,59.603,15.219,19.023,0.967,283.591,2012.963,47.33
912.756,121.913,605.674,74.317,125.695,498.557,3666.932,100.0
38.234,192.189,15.286,189.144,0.965,318.343,2447.999,42.2
267.816,321.852,360.478,243.258,7.914,623.411,3769.353,72.25
19.25,11.739,2.899,4.861,0.0,70.167,541.083,3.14
93.211,514.558,181.509,29.793,15.996,296.362,3364.158,78.94
1104.961,145.145,809.044,92.822,157.844,568.196,4726.131,100.0
65.752,30.039,22.706,0.551,0.314,157.515,1342.651,10.0
54.479,37.399,10.847,13.201,0.506,179.986,1185.776,9.56
964.72,125.282,657.558,75.784,126.017,500.063,4099.159,100.0
135.465,54.535,76.64,4.877,13.91,407.565,2781.674,69.57
184.201,1087.287,513.13,100.658,6.827,302.503,1911.557,80.6
594.981,159.2,7.681,84.791,45.007,30.177,1455.148,62.55
380.495,26.185,7.994,10.61,0.293,156.611,1123.448,48.25
533.233,6.587,85.255,86.502,26.143,403.696,834.158,75.0
1093.121,72.142,20.481,26.819,1.441,422.216,2717.698,49.05
2738.744,65.475,450.571,122.229,370.552,184.123,1367.03,100.0
1866.074,127.566,445.007,84.255,111.15,404.696,3305.212,100.0
31.034,22.363,6.361,7.779,0.0,96.881,829.11,4.7
95.186,613.288,332.747,182.957,5.754,630.867,4542.778,70.32
1592.012,115.459,30.044,36.133,2.436,630.026,3608.331,47.68
43.123,209.991,15.455,191.722,1.175,318.903,2540.201,54.2
290.801,613.43,553.239,80.88,10.901,443.382,2276.449,84.46
121.496,343.956,23.559,132.73,2.404,325.378,3102.145,46.5
77.231,18.165,5.636,8.995,0.173,302.453,617.729,5.0
50.538,34.025,10.731,12.279,0.427,167.57,1228.154,6.83
304.216,849.099,34.735,224.587,8.568,118.103,2532.989,82.04
35.276,20.957,7.285,8.375,0.101,97.926,773.303,8.34
873.64,126.397,645.608,79.537,125.098,470.558,3758.582,100.0
1296.22,157.197,37.364,23.912,1.124,308.825,1595.613,43.43
1282.285,78.893,20.998,25.052,1.536,377.456,2600.854,43.38
1580.0,108.0,29.0,36.0,2.3,615.0,3730.0,48.35
43.697,202.735,15.781,172.627,0.981,327.162,2513.981,45.82
231.935,67.491,94.603,35.646,23.119,211.776,1606.344,63.15
113.38,143.596,33.407,241.021,2.547,393.179,1259.192,44.97
53.077,128.056,69.242,24.655,61.594,463.986,1883.44,78.55
633.721,56.68,311.254,40.186,352.888,184.697,2600.299,100.0
769.574,109.382,526.118,68.502,101.258,419.562,3399.185,100.0
1036.514,73.231,20.07,25.435,1.579,407.217,2746.519,32.63
359.186,546.685,263.927,46.116,12.294,606.821,1683.305,82.43
33.825,183.522,27.777,0.294,1.291,211.515,2552.121,28.52
840.619,69.233,6.638,20.317,0.307,198.125,930.6,31.99
44.845,231.21,18.53,221.121,1.182,373.319,2815.404,50.47
36.55,23.669,7.021,8.616,0.212,109.894,922.721,14.13
378.679,97.511,20.274,11.724,1.784,169.622,2337.132,48.45
33.03,23.045,6.1,8.242,0.0,123.517,955.495,13.26
25.812,37.23,20.617,17.186,1.304,76.932,1587.73,12.61
71.617,468.089,293.353,147.465,4.032,458.005,3683.64,66.57
105.0,680.0,415.0,200.0,5.9,680.0,5000.0,68.59
37.044,26.287,7.762,9.46,0.213,127.761,893.984,2.73
945.617,193.286,58.234,30.616,26.426,408.77,1576.738,78.05
72.0,468.0,285.0,136.0,4.0,468.0,3440.0,72.86
145.0,912.0,555.0,265.0,7.9,912.0,6700.0,66.74
772.3,252.937,145.945,75.283,482.235,425.75,4404.583,100.0
77.603,51.701,16.605,18.486,0.729,222.342,1856.357,14.12
0.0,26.928,8.601,15.519,0.88,372.546,1642.795,11.72
1040.887,139.938,720.88,80.003,143.572,539.763,4109.692,100.0
269.429,500.814,311.221,140.12,18.183,540.842,5842.511,69.52
0.0,96.239,28.899,3.75,3.142,227.726,1108.499,29.89
629.36,25.502,0.0,27.565,1.129,275.887,556.465,41.27
105.641,891.033,560.229,132.47,6.249,423.625,5069.905,75.04
1037.918,91.7,25.641,28.024,1.304,602.886,2777.155,47.82
170.801,277.835,7.811,193.465,1.728,660.722,3085.685,54.8
90.887,228.884,300.93,187.907,18.385,737.858,0.0,79.91
60.617,36.422,3.246,8.716,1.507,67.364,2157.623,14.54
1107.516,274.425,144.836,8.838,0.79,320.081,2783.202,65.82
40.556,24.379,7.817,8.983,0.0,108.266,816.278,13.6
53.138,36.788,11.656,12.61,0.534,160.933,1259.392,6.43
42.0,26.0,8.0,10.0,0.3,130.0,980.0,11.25
76.758,49.808,16.988,18.767,0.687,224.059,1700.3,4.31
133.531,67.748,22.531,149.338,2.666,451.153,3264.844,50.66
46.789,1.885,3.754,10.744,1.073,216.833,2365.04,13.12
207.448,342.096,213.2,106.323,4.241,272.116,3808.41,83.5
51.557,362.494,177.832,104.192,2.722,392.859,2593.884,82.11
547.783,200.26,59.613,11.052,40.903,450.894,2101.142,70.43
453.923,35.447,9.662,12.76,0.414,178.767,1316.182,35.9
339.106,183.727,4.976,12.08,1.309,456.471,2408.656,39.97
201.394,280.459,24.724,281.545,0.0,357.659,1558.288,55.59
8.554,4.728,1.022,2.139,0.0,31.58,243.587,7.27
48.948,3.592,9.882,2.071,1.511,65.506,1185.92,14.22
255.069,73.021,95.639,38.707,25.096,219.802,1766.03,65.67
61.963,40.694,12.775,15.673,0.532,207.005,1425.193,11.41
362.124,25.027,8.035,10.414,0.309,125.952,975.025,41.54
775.966,73.668,17.802,15.957,1.406,174.941,534.163,36.36
34.881,29.025,13.253,12.708,1.25,353.592,2376.707,13.28
1192.262,150.295,43.01,32.695,56.372,350.954,2571.328,70.12
337.85,464.696,607.654,146.241,14.652,280.381,3678.769,83.06
190.884,255.551,24.074,105.897,2.307,406.158,2374.255,46.61
1111.443,165.569,86.582,48.727,53.156,95.812,2125.119,64.84
67.05,356.718,27.334,278.753,2.053,525.54,3683.082,57.12
1048.657,78.0,18.971,23.498,1.42,446.104,2521.68,43.79
631.545,164.041,121.474,75.103,80.501,358.635,2637.229,66.9
32.815,57.827,8.487,12.252,1.466,307.322,1813.43,4.24
805.256,97.146,215.521,38.309,45.04,452.39,2418.737,69.15
68.0,345.0,26.0,308.0,2.2,545.0,4200.0,51.34
353.147,100.483,132.29,55.169,35.91,337.282,2509.0,74.76
572.656,68.098,39.146,51.802,39.613,314.806,2543.685,77.59
16.19,9.683,3.09,4.337,0.0,61.322,553.638,2.37
30.544,163.536,12.203,153.087,0.8,242.729,1955.838,57.64
1400.375,92.314,2.929,28.775,2.089,302.059,978.665,41.59
249.841,749.946,533.479,179.64,0.0,216.805,4946.206,78.03
26.139,0.0,26.946,15.04,1.327,448.583,2553.3,3.72
772.447,61.844,16.097,20.556,0.992,328.795,2187.332,41.7
222.446,1205.493,137.872,160.416,11.505,831.032,3755.089,68.45
524.67,91.589,236.28,123.375,336.653,389.415,2861.446,100.0
88.432,52.942,14.038,6.493,1.992,270.299,1903.102,11.43
234.0,18.0,5.0,7.0,0.2,95.0,720.0,38.43
1232.372,214.022,15.946,29.233,1.27,303.705,2550.551,50.0
843.468,65.172,122.19,10.847,20.942,227.648,3094.613,76.89
163.567,488.861,295.698,105.161,6.043,786.923,2196.971,81.93
198.518,60.126,72.553,31.062,21.389,167.101,1457.663,62.66
26.229,17.295,5.832,7.263,0.0,100.563,678.216,12.18
22.828,117.309,9.623,105.574,0.532,200.612,1698.682,57.82
108.697,679.084,409.034,206.055,5.686,721.843,5424.073,72.68
853.175,113.509,599.333,74.223,110.583,422.328,3451.851,100.0
775.178,101.4,548.787,62.614,114.336,396.89,3400.583,100.0
2406.169,141.098,487.682,124.848,182.243,268.316,2007.327,100.0
24.553,27.14,30.297,14.336,1.011,99.999,2017.464,12.99
274.473,22.843,6.118,8.468,0.197,111.863,900.437,41.91
186.732,90.717,13.596,9.822,2.931,290.868,2074.356,47.16
67.622,9.182,16.497,8.804,0.336,300.776,1672.897,11.92
43.754,25.109,7.55,9.471,0.283,134.896,1028.527,9.25
26.1,16.462,5.008,7.021,0.0,90.89,700.733,4.62
118.196,509.712,52.044,258.072,2.634,96.937,1721.975,56.85
133.873,776.906,498.685,245.012,6.641,796.999,5972.097,80.49
775.359,102.011,526.904,65.039,106.573,363.879,3119.734,100.0
134.557,822.969,540.703,262.275,7.092,928.544,6685.35,80.82
69.034,411.353,268.243,119.119,3.506,425.655,3249.914,77.85
82.186,555.945,272.29,148.889,5.292,559.966,4134.209,75.89
25.297,56.464,18.01,11.623,0.439,60.38,1679.559,4.54
57.722,35.865,23.83,16.784,1.644,432.156,2021.819,14.57
17.321,243.94,543.236,46.937,4.381,914.351,2438.706,81.76
1387.273,128.42,34.492,8.762,2.438,216.523,2725.541,35.01
66.0,426.0,260.0,124.0,3.6,426.0,3140.0,63.83
32.903,20.929,6.239,8.772,0.0,107.6,768.692,4.23
426.67,684.381,335.888,97.848,7.438,265.458,4346.095,71.17
134.888,913.11,505.014,269.121,7.623,873.336,6614.212,75.11
1921.86,152.701,65.13,109.354,167.085,160.589,3666.841,96.75
35.0,170.0,12.0,150.0,0.8,280.0,2200.0,44.98
79.297,902.716,328.139,145.187,8.534,905.076,2364.464,76.79
0.0,16.993,41.417,11.319,0.193,259.177,2469.81,13.21
35.251,165.767,13.486,154.984,0.838,256.77,2147.5,50.75
56.098,302.533,22.801,266.972,1.461,421.416,3349.743,45.54
360.88,101.446,147.019,51.35,39.899,326.003,2494.655,62.04
704.609,87.944,432.451,54.006,89.635,358.939,2833.028,100.0
480.112,66.219,293.189,38.717,58.825,222.861,1896.071,100.0
350.333,24.455,7.907,9.566,0.288,136.75,1032.142,29.78
91.728,676.111,405.499,182.709,5.136,649.553,4907.656,68.12
958.743,118.184,613.688,85.269,127.229,509.255,4068.829,100.0
100.0,650.0,330.0,190.0,6.0,650.0,4800.0,68.66
797.208,74.874,137.77,77.067,63.015,461.448,3726.319,84.0
439.408,282.846,562.557,144.111,367.41,403.686,1168.47,100.0
599.777,77.771,424.134,54.377,79.648,322.949,2744.05,100.0
160.0,1000.0,750.0,190.0,10.0,650.0,4500.0,78.38
359.097,110.11,111.787,83.173,85.353,231.36,1216.927,65.57
328.571,86.115,40.216,31.385,2.63,267.77,2413.385,42.64
73.458,11.287,15.501,7.797,0.063,278.535,917.024,7.94
1347.639,98.518,394.457,48.215,82.735,319.65,1886.253,100.0
1186.671,77.702,44.705,81.502,40.678,146.46,2351.795,74.47
127.085,259.129,5.313,327.464,2.737,464.206,2058.749,45.57
440.247,82.392,143.407,48.664,87.282,83.574,1273.319,70.38
392.293,111.273,170.492,60.989,40.758,362.876,2729.107,80.0
21.663,14.667,3.882,5.06,0.0,78.542,605.247,14.16
50.0,250.0,20.0,210.0,1.4,370.0,2800.0,42.96
68.198,316.449,25.346,257.351,1.86,506.568,3403.023,44.96
496.07,73.005,343.441,44.26,70.356,267.301,2340.231,100.0
1300.66,81.452,34.442,4.643,2.98,114.74,1745.615,35.01
78.693,475.698,242.268,132.933,3.7,496.363,3256.642,77.17
78.708,497.145,301.258,161.596,4.384,561.537,3638.452,80.65
153.556,937.43,620.56,280.806,8.335,964.963,7398.776,74.38
168.072,307.564,27.066,204.833,2.536,758.175,2508.32,51.67
320.405,283.07,309.675,203.5,15.311,1216.064,4058.844,87.12
851.044,107.386,599.054,72.101,118.567,459.428,3448.584,100.0
98.672,659.94,377.49,195.445,5.532,648.028,4755.992,77.75
122.0,798.0,487.0,232.0,6.7,798.0,5860.0,76.86
42.675,16.33,29.573,23.561,1.551,223.631,1792.261,14.08
216.268,1358.746,1042.85,245.412,13.341,811.151,6354.027,68.4
101.449,691.939,511.941,122.654,6.784,392.124,3094.193,65.89
131.437,43.711,2.678,65.925,1.425,303.881,3366.627,55.17
35.06,154.599,11.455,148.717,0.82,261.316,2006.513,46.31
429.659,33.741,9.227,10.982,0.392,165.742,1203.066,48.39
232.47,695.947,166.046,123.039,1.03,341.628,1416.373,80.36
21.704,13.935,3.822,5.545,0.0,80.67,608.396,7.47
48.566,31.393,10.101,12.073,0.406,146.302,1042.458,13.5
1644.896,114.433,13.778,24.939,2.854,51.101,2835.698,39.33
172.314,53.074,69.126,25.176,17.447,161.668,1286.072,75.55
255.0,75.0,100.0,37.0,26.0,225.0,1900.0,59.67
791.419,105.591,534.709,74.375,108.055,415.635,3587.746,100.0
943.344,63.617,16.895,23.294,1.208,348.728,2354.861,43.77
10.205,34.417,14.465,12.925,1.168,252.73,1575.384,7.15
224.033,66.348,91.368,32.092,24.453,192.997,1657.028,77.5
102.161,640.531,402.12,196.24,5.366,636.772,4628.559,78.88
483.213,67.136,318.148,39.699,69.805,259.807,2172.834,97.51
53.745,41.826,21.774,6.337,0.855,374.72,852.906,3.18
85.049,657.009,309.079,111.004,6.478,389.076,2479.433,76.48
80.527,456.483,4.912,234.315,0.301,117.8,1444.041,52.05
116.697,608.595,670.034,211.932,9.95,530.265,3705.967,80.31
154.675,41.943,56.583,20.859,14.764,125.516,1045.638,71.76
29.865,48.448,15.043,14.673,0.843,191.889,892.838,11.22
64.949,325.935,25.0,276.35,1.765,530.439,4107.673,53.51
63.511,423.226,257.369,131.793,3.869,432.04,3023.898,77.61
56.102,16.003,24.835,11.539,1.969,257.566,2288.593,4.88
88.609,571.678,342.755,180.589,5.234,587.94,4354.371,79.41
84.819,985.605,294.085,190.206,4.188,517.174,763.396,72.83
109.06,411.521,22.001,99.068,0.937,517.395,3280.513,43.89
339.827,14.145,22.236,57.422,56.606,242.191,478.292,75.59
937.627,187.151,25.573,19.437,0.696,629.786,2333.895,37.33
68.642,0.0,25.558,21.615,0.494,208.178,1136.908,4.33
773.661,54.7,15.078,19.552,0.954,278.969,2104.149,37.66
446.533,77.901,679.758,20.077,90.906,349.289,2131.884,100.0
8.52,4.59,1.276,2.344,0.0,36.458,298.689,13.38
140.726,121.23,18.82,126.482,2.87,370.521,3423.742,57.32
535.045,67.267,345.748,42.22,70.124,258.826,2042.41,100.0
349.768,26.503,8.421,10.141,0.3,139.14,996.11,42.01
271.245,19.263,5.987,8.261,0.21,100.436,764.51,30.06
13.749,46.479,6.669,12.48,1.838,132.263,1199.968,13.14
180.857,99.046,2.51,115.208,1.441,255.211,1622.536,47.48
357.24,157.293,33.233,32.55,0.126,491.024,2724.227,37.03
110.292,144.671,18.722,175.02,1.411,121.77,1854.009,44.91
153.6,1005.102,737.007,194.236,10.47,645.339,4355.856,76.03
720.0,52.0,14.0,17.0,0.8,280.0,1900.0,31.78
265.042,278.216,36.927,218.491,1.153,244.406,2969.233,43.85
105.072,622.363,377.187,186.53,5.741,639.149,5047.756,70.46
47.798,173.407,278.604,50.495,19.213,139.051,705.356,66.76
89.29,614.485,380.104,180.753,4.961,631.682,4505.402,73.5
61.451,28.713,18.945,16.277,1.632,99.024,1456.664,7.53
539.9,40.493,9.781,12.733,0.63,200.336,1591.004,48.69
511.255,38.55,9.79,12.355,0.484,187.634,1410.993,34.05
1001.534,316.129,797.982,39.851,302.206,270.514,1057.886,100.0
351.763,96.788,120.616,48.021,33.513,304.143,2357.078,68.17
23.577,124.427,8.951,114.665,0.479,201.793,1520.658,55.43
144.837,894.135,522.239,267.737,7.474,901.114,6500.629,70.19
175.0,52.0,69.0,26.0,17.5,156.0,1300.0,70.18
62.0,320.0,24.0,286.0,1.7,505.0,3860.0,55.51
74.556,51.575,15.412,20.19,0.73,251.302,1837.619,4.02
89.011,574.663,278.247,153.285,4.82,548.583,4216.072,69.5
142.93,910.993,528.339,258.911,7.058,843.779,6064.097,68.81
31.596,19.639,5.808,7.922,0.0,99.725,810.538,5.16
134.933,800.453,494.921,246.289,6.717,861.719,6004.847,76.97
468.716,39.56,9.44,11.553,0.498,201.965,1430.584,38.34
371.995,112.722,142.974,51.75,36.29,315.355,2568.273,73.65
403.258,462.163,252.145,270.3,18.85,820.39,4893.841,82.91
71.022,22.546,7.584,7.355,1.22,262.837,1291.316,11.84
192.354,321.647,3.613,181.66,0.466,783.901,1356.696,56.72
59.772,41.149,12.723,14.631,0.48,195.684,1314.863,9.95
39.076,187.139,14.908,165.542,1.011,293.951,2593.878,47.69
48.669,273.443,20.353,239.43,1.327,391.626,3273.477,50.23
13.661,11.557,13.83,3.132,1.521,185.315,2244.182,6.59
1551.469,260.12,152.892,54.336,232.418,290.126,2452.316,100.0
763.435,126.746,11.246,30.591,1.297,661.413,573.433,36.72
40.896,27.187,8.862,10.279,0.313,134.301,938.374,4.77
1372.628,100.246,24.328,31.118,1.951,563.825,3347.19,33.75
1624.002,119.081,26.767,38.304,2.437,635.16,4084.927,49.98
230.0,68.0,92.0,34.0,23.0,200.0,1700.0,64.68
127.372,450.77,9.473,289.712,1.495,561.994,3359.778,43.76
475.639,140.262,124.265,64.477,24.368,459.155,915.248,77.57
565.569,35.241,78.367,42.894,34.186,401.748,640.428,78.89
96.298,656.572,388.689,180.877,5.098,653.335,4429.318,72.67
284.57,20.048,15.256,35.2,2.54,414.459,1615.123,40.05
605.433,73.996,407.153,45.945,74.142,290.348,2270.823,98.58
159.027,340.578,48.575,240.065,1.082,182.57,853.022,55.99
1063.798,147.916,770.203,90.06,149.94,560.678,4570.202,100.0
177.163,14.516,4.66,6.596,0.154,83.944,714.101,38.67
62.354,45.399,6.302,6.823,0.084,198.75,1315.46,12.05
48.968,29.365,10.537,12.539,0.521,149.021,1174.834,10.84
295.042,202.671,0.0,162.53,5.097,683.439,4499.272,72.19
79.722,400.663,33.736,308.206,2.62,576.555,3925.044,50.95
586.172,47.718,12.041,33.863,0.587,212.399,1801.598,41.28
68.104,45.784,13.092,16.833,0.583,220.556,1489.564,13.68
229.906,61.443,81.238,30.641,21.902,189.898,1571.31,71.82
613.719,76.192,391.305,50.643,77.141,305.643,2375.269,100.0
55.522,528.494,44.218,305.421,0.94,578.151,3192.363,56.43
1351.12,54.348,20.836,17.607,0.353,545.884,976.619,32.23
523.02,42.314,9.467,11.326,0.509,186.918,1462.576,47.11
843.581,118.146,619.999,69.921,124.175,423.129,3530.588,100.0
102.761,669.073,418.851,208.004,5.591,704.707,5309.091,78.96
46.49,26.302,9.453,10.874,0.285,135.52,975.805,6.54
1213.174,75.702,20.069,26.539,1.597,418.223,2603.549,42.87
1280.0,88.0,23.0,28.0,1.6,498.0,3150.0,36.52
16.66,31.96,10.397,23.474,1.19,143.658,3007.788,10.03
19.23,11.759,3.175,4.972,0.0,68.772,563.137,4.15
67.952,326.475,27.755,323.2,2.276,542.413,4082.856,48.94
160.682,45.467,60.441,25.604,15.174,141.285,1148.17,68.82
1235.608,146.628,14.87,60.802,14.917,246.199,762.417,66.92
523.032,66.829,369.583,43.204,69.026,263.58,2108.695,100.0
483.439,62.666,304.747,39.829,59.206,220.543,1882.878,100.0
66.378,24.536,0.0,3.875,0.265,198.624,1006.756,3.24
344.356,169.158,7.177,31.115,0.595,314.085,542.748,29.28
429.755,210.24,26.471,64.396,76.889,185.051,1817.322,72.74
